date,total_length,number_of_rides,zip_code,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,daylight,is_work_day
2022-11-25,375.0,34.0,07030,55.1,46.7,49.2,55.1,40.4,46.4,38.2,0.6709999999999999,0.025,0.125,0.0,0.0,29.5,15.1,1013.4,0.627,8.7,31.0,2.6,0.2,34610,0
2023-06-06,812.0,78.0,07310,80.4,62.3,69.2,79.3,62.3,69.1,44.8,0.42,0.0,0.0,0.0,0.0,47.2,8.1,1005.1,0.225,6.4,237.0,20.5,0.9,53937,1
2022-12-04,502.0,49.0,07310,45.8,37.9,41.9,45.8,33.6,38.0,21.8,0.4479999999999999,0.0,0.0,0.0,0.0,32.2,11.8,1022.0,0.145,9.9,105.3,9.0,0.5,33884,0
2023-01-24,477.0,64.0,07030,45.1,35.0,39.4,39.4,27.5,33.9,23.1,0.52,0.0,0.0,0.0,0.0,28.8,14.8,1019.6,0.662,9.9,113.5,9.9,0.6,35429,1
2022-12-15,90.0,20.0,07302,42.5,32.7,37.9,37.5,25.4,31.3,30.5,0.75,0.549,0.4167,0.0,0.0,32.2,14.8,1020.7,0.7290000000000001,8.6,12.7,1.0,0.1,33378,1
2023-06-08,1689.0,98.0,07030,70.9,55.6,63.3,70.9,55.6,63.3,44.9,0.518,0.0,0.0,0.0,0.0,18.3,7.5,1005.8,0.735,4.9,207.0,17.8,0.8,54043,1
2023-07-19,597.0,78.0,07310,81.5,73.6,76.2,84.7,73.6,76.5,67.2,0.738,0.0,0.0,0.0,0.0,48.3,13.1,1016.2,0.446,7.8,123.7,10.6,0.6,52964,1
2023-01-22,157.0,26.0,07302,42.2,36.4,38.9,42.2,30.5,35.5,27.5,0.6459999999999999,0.344,0.2917,0.0,0.0,15.0,10.5,1018.6,0.922,8.4,47.0,4.2,0.3,35208,0
2022-11-08,762.0,91.0,07030,57.4,46.7,51.8,57.4,42.8,50.8,24.6,0.358,0.0,0.0,0.0,0.0,27.7,10.9,1033.2,0.0289999999999999,9.9,141.0,12.2,0.6,36579,1
2022-12-13,1749.0,31.0,07310,40.7,25.6,32.0,40.7,18.1,27.2,17.9,0.574,0.0,0.0,0.0,0.0,15.0,8.4,1024.3,0.031,9.9,101.6,8.8,0.5,33432,1
2023-01-04,2066.0,68.0,07030,65.3,49.7,57.9,65.3,47.7,57.8,52.0,0.812,0.015,0.1667,0.0,0.0,15.0,8.9,1009.8,0.602,8.2,59.1,5.1,0.3,33674,1
2023-01-02,644.0,41.0,07310,56.5,45.7,51.9,56.5,43.1,51.3,40.2,0.648,0.031,0.125,0.0,0.0,9.2,7.2,1019.3,0.574,9.5,43.8,3.6,0.3,33578,0
2023-04-24,313.0,44.0,07302,61.8,45.9,53.7,61.8,43.2,53.2,33.4,0.48,0.0,0.0,0.0,0.0,26.3,9.0,1017.2,0.351,9.9,248.2,21.6,1.0,49229,1
2023-02-07,540.0,65.0,07030,41.6,30.4,36.5,37.4,24.3,31.8,23.1,0.5870000000000001,0.01,0.0833,0.0,0.0,20.8,10.2,1025.2,0.19,9.9,102.0,8.8,0.5,37249,1
2023-08-14,539.0,60.0,07302,88.4,73.2,79.0,90.0,73.2,79.4,64.5,0.622,0.0,0.0,0.0,0.0,39.1,11.2,1014.2,0.204,9.9,0.0,0.0,0.0,49836,1
2022-11-03,514.0,51.0,07302,67.4,50.9,58.4,67.4,50.9,58.4,45.7,0.645,0.0,0.0,0.0,0.0,10.3,5.1,1028.4,0.043,9.9,145.6,12.6,0.6,37268,1
2023-06-19,1379.0,106.0,07310,78.9,66.4,71.5,78.9,66.4,71.5,58.3,0.636,0.0,0.0,0.0,0.0,18.3,12.3,1017.2,0.184,9.9,286.8,24.8,0.9,54338,0
2023-09-21,1065.0,121.0,07030,72.4,58.7,65.6,72.4,58.7,65.6,50.7,0.596,0.0,0.0,0.0,0.0,40.3,7.5,1024.3,0.043,9.9,232.8,20.1,0.8,43982,1
2023-09-15,683.0,76.0,07302,72.3,60.2,65.6,72.3,60.2,65.6,51.0,0.597,0.0,0.0,0.0,0.0,52.8,11.9,1017.4,0.057,9.9,176.8,15.2,0.8,44945,1
2023-04-14,1228.0,98.0,07310,90.3,65.5,78.6,86.5,65.5,77.4,43.0,0.295,0.0,0.0,0.0,0.0,20.8,11.4,1010.8,0.173,9.9,269.5,23.4,0.9,47714,1
2023-03-14,247.0,41.0,07030,38.9,33.4,35.5,38.9,23.9,27.4,29.6,0.7929999999999999,0.334,0.375,0.7,0.0,33.2,18.1,1000.8,0.971,6.3,56.7,4.8,0.3,42718,1
2022-12-20,297.0,31.0,07310,39.5,31.1,34.5,35.2,23.8,28.5,18.9,0.531,0.0,0.0,0.0,0.0,20.8,15.0,1028.8,0.107,9.9,101.5,8.7,0.5,33298,1
2023-05-14,1358.0,70.0,07310,74.9,60.8,67.3,74.9,60.8,67.3,35.7,0.315,0.0,0.0,0.0,0.0,39.0,12.1,1021.3,0.071,9.9,317.9,27.5,1.0,51910,0
2023-05-24,1070.0,106.0,07030,76.2,53.7,62.5,76.2,53.7,62.5,43.8,0.521,0.034,0.125,0.0,0.0,24.2,10.7,1018.0,0.246,9.7,264.1,22.8,0.8,52974,1
2023-08-16,1252.0,110.0,07030,81.0,69.6,74.8,84.2,69.6,75.2,68.1,0.8029999999999999,0.453,0.1667,0.0,0.0,23.0,9.2,1012.7,0.866,9.1,166.6,14.5,0.8,49557,1
2022-12-13,225.0,26.0,07302,41.0,25.7,32.2,39.1,18.0,26.9,17.9,0.57,0.0,0.0,0.0,0.0,19.5,8.5,1024.4,0.043,9.9,101.6,8.8,0.5,33436,1
2022-11-14,175.0,30.0,07302,45.2,37.3,41.2,42.2,30.1,35.8,23.2,0.489,0.0,0.0,0.0,0.0,24.2,14.4,1025.9,0.149,9.9,129.2,11.0,0.6,35820,1
2022-12-08,285.0,46.0,07302,54.4,43.8,50.6,54.4,40.0,49.0,38.2,0.629,0.0,0.0,0.0,0.0,26.4,17.2,1022.5,0.346,9.9,61.9,5.4,0.3,33649,1
2022-11-21,343.0,47.0,07030,40.8,26.8,34.2,36.1,20.2,28.2,11.9,0.402,0.0,0.0,0.0,0.0,26.4,12.8,1028.3,0.02,9.9,113.5,9.8,0.5,35013,1
2022-11-21,454.0,55.0,07310,41.5,27.0,34.6,35.7,19.6,28.4,11.9,0.396,0.0,0.0,0.0,0.0,29.5,13.9,1028.4,0.06,9.9,113.5,9.8,0.5,35017,1
2023-10-12,678.0,82.0,07310,71.9,55.9,63.3,71.9,55.9,63.3,49.6,0.634,0.0,0.0,0.0,0.0,48.3,6.7,1012.1,0.119,9.8,153.5,13.1,0.7,40620,1
2023-02-24,169.0,28.0,07302,46.6,28.7,41.1,43.8,22.8,36.9,24.9,0.565,0.0,0.0,0.0,0.0,38.4,10.9,1022.8,0.48,8.4,141.4,12.3,0.6,39818,1
2023-09-16,1914.0,108.0,07030,76.2,60.5,67.8,76.2,60.5,67.8,48.3,0.507,0.0,0.0,0.0,0.0,36.1,10.5,1012.8,0.048,9.9,196.6,17.1,0.8,44785,0
2023-01-24,213.0,36.0,07302,46.4,35.4,40.1,40.7,27.5,34.2,23.2,0.51,0.0,0.0,0.0,0.0,28.8,18.1,1019.8,0.68,9.9,113.5,9.9,0.6,35436,1
2023-04-16,4240.0,153.0,07030,69.1,57.4,62.4,69.1,57.4,62.4,56.1,0.8059999999999999,0.0,0.0,0.0,0.0,26.4,9.0,1009.7,0.852,7.6,193.9,16.8,0.7,48026,0
2023-01-27,612.0,57.0,07310,41.5,35.2,38.5,37.3,30.3,33.9,23.4,0.5479999999999999,0.0,0.0,0.0,0.0,20.8,12.4,1018.2,0.391,9.9,68.8,5.9,0.3,35790,1
2022-11-17,314.0,39.0,07302,45.7,37.8,40.6,39.7,30.8,34.5,24.3,0.528,0.0,0.0,0.0,0.0,27.2,15.7,1014.2,0.611,9.9,114.1,9.8,0.6,35463,1
2023-05-19,300.0,46.0,07302,67.5,53.6,60.1,67.5,53.6,60.1,47.3,0.635,0.0,0.0,0.0,0.0,35.8,16.0,1026.9,0.128,9.8,287.3,24.8,0.9,52466,1
2023-03-17,2330.0,87.0,07030,58.5,46.5,52.8,58.5,45.6,52.6,27.9,0.387,0.0,0.0,0.0,0.0,20.8,9.3,1006.5,0.467,9.9,128.8,11.2,0.6,43209,1
2023-03-15,227.0,35.0,07302,45.5,34.4,38.9,38.3,24.0,30.0,19.7,0.4679999999999999,0.0,0.0,0.0,0.0,42.1,23.5,1009.1,0.321,9.9,215.0,18.7,0.8,42882,1
2023-01-10,1160.0,72.0,07030,40.8,37.6,39.4,40.8,32.2,35.9,24.9,0.5589999999999999,0.0,0.0,0.0,0.0,16.1,8.2,1016.6,0.8759999999999999,9.8,23.5,1.9,0.1,34067,1
2023-01-03,265.0,32.0,07310,56.1,47.8,52.1,56.1,47.8,52.0,48.9,0.889,0.424,0.2917,0.0,0.0,13.9,7.8,1014.4,0.905,5.3,16.2,1.5,0.1,33626,1
2023-09-27,769.0,83.0,07310,65.9,53.8,60.6,65.9,53.8,60.6,47.9,0.635,0.0,0.0,0.0,0.0,25.8,16.2,1026.9,0.698,9.8,160.2,14.0,0.7,43017,1
2023-08-30,1017.0,95.0,07030,83.5,71.2,76.1,84.5,71.2,76.2,64.5,0.7020000000000001,0.164,0.0833,0.0,0.0,23.7,10.9,1006.7,0.601,9.5,0.0,0.0,0.0,47468,1
2023-02-27,378.0,47.0,07030,43.9,33.7,38.1,43.1,25.7,33.6,21.4,0.522,0.11,0.1667,0.0,0.1,28.9,13.0,1013.1,0.327,9.0,166.5,14.3,0.7,40290,1
2023-06-03,963.0,68.0,07302,70.1,58.1,65.9,70.1,58.1,65.9,55.3,0.687,0.0,0.0,0.0,0.0,25.3,15.6,1015.1,0.8190000000000001,9.7,91.1,7.9,0.3,53757,0
2023-10-26,417.0,64.0,07302,79.8,58.6,67.8,79.8,58.6,67.8,50.7,0.5529999999999999,0.0,0.0,0.0,0.0,49.4,8.9,1023.1,0.069,9.9,164.5,14.3,0.6,38464,1
2023-06-13,1322.0,112.0,07030,78.3,64.3,70.6,78.3,64.3,70.6,54.8,0.606,0.012,0.0417,0.0,0.0,18.3,10.2,1004.4,0.5770000000000001,9.5,287.9,24.9,0.9,54233,1
2023-10-09,596.0,63.0,07310,62.0,50.2,56.0,62.0,50.2,56.0,40.9,0.573,0.0,0.0,0.0,0.0,32.4,13.6,1008.6,0.377,9.9,160.4,13.8,0.9,41096,0
2023-04-12,2706.0,158.0,07030,83.6,64.3,73.1,80.9,64.3,72.5,35.0,0.253,0.0,0.0,0.0,0.0,27.7,12.0,1010.4,0.0559999999999999,9.9,256.6,22.3,0.9,47404,1
